,hotel_name,lat,long,coordinate,avg_price
480,Legacy Suites Hotel Sukhumvit by Compass Hospitality,13.7349236,100.56546750000001,"[100.5654675, 13.7349236]",4683.130434782609
481,Lemontea Hotel,13.7540045,100.53759000000001,"[100.53759, 13.7540045]",1732.5
483,Light Jatujak Hostel,13.812393700000001,100.5611615,"[100.5611615, 13.8123937]",1355.142857142857
485,Lily Residence,13.677419,100.606452,"[100.606452, 13.677419]",1444.2857142857142
489,Local Time Bangkok,13.7157913,100.5921968,"[100.5921968, 13.7157913]",640.075
491,Loftel 22 Hostel,13.7332179,100.51432659999999,"[100.5143266, 13.7332179]",639.421052631579
492,Loftel Station Hostel,13.7367719,100.51870670000001,"[100.5187067, 13.7367719]",514.0833333333334
493,Lub d Bangkok Siam Hostel,13.7468712,100.52869,"[100.52869, 13.7468712]",440.11764705882354
495,Lucky Palace Hotel,13.7427914,100.55333540000001,"[100.5533354, 13.7427914]",1002.0
500,Maderla,13.720896,100.547141,"[100.547141, 13.720896]",923.1
501,Maduzi Hotel,13.7340334,100.56076209999999,"[100.5607621, 13.7340334]",4359.223776223776
504,Makkasan Inn,13.753029999999999,100.54555,"[100.54555, 13.75303]",762.0
505,Maleewana Hotel & Resort,13.8073022,100.4492976,"[100.4492976, 13.8073022]",2241.4545454545455
508,Mango Bedroom Inn,13.7504973,100.54562,"[100.54562, 13.7504973]",1303.3625
510,Maple Hotel,13.668374599999998,100.64665129999999,"[100.6466513, 13.6683746]",2230.25
513,"Marriott Executive Apartments Bangkok, Sukhumvit Thonglor",13.7236101,100.58065970000001,"[100.5806597, 13.7236101]",4400.0
514,Marsi Hotel,13.684520000000001,100.61388199999999,"[100.613882, 13.68452]",1628.75
515,Marvel Hotel Bangkok,13.7297756,100.5647972,"[100.5647972, 13.7297756]",1281.0
518,Mascot Hostel,13.7535066,100.5434259,"[100.5434259, 13.7535066]",162.0
519,Matchbox Bangkok Hostel,13.734371,100.56768000000001,"[100.56768, 13.734371]",344.8333333333333
522,Maxim's Inn,13.741588,100.555604,"[100.555604, 13.741588]",1286.7619047619048
523,"Mayfair, Bangkok - Marriott Executive Apartments",13.738702800000002,100.5424401,"[100.5424401, 13.7387028]",6524.0
524,MeStyle Place,13.788400400000002,100.58342490000001,"[100.5834249, 13.7884004]",1435.909090909091
525,Meet Inn @Silom,13.726418300000002,100.5373639,"[100.5373639, 13.7264183]",1077.8181818181818
527,Mercure Bangkok Makkasan,13.751344199999998,100.5572696,"[100.5572696, 13.7513442]",2375.0
529,Mercure Bangkok Sukhumvit 11,13.7432155,100.55669959999999,"[100.5566996, 13.7432155]",3888.0
531,Metro Pratunam Boutique Hotel,13.750614,100.546617,"[100.546617, 13.750614]",3016.3142857142857
532,Metro Resort Pratunam,13.752136300000002,100.5354181,"[100.5354181, 13.7521363]",3992.2
535,Micro Hostel,13.753318,100.537273,"[100.537273, 13.753318]",595.5
537,Mile Map Hostel,13.723866000000001,100.52314100000001,"[100.523141, 13.723866]",505.4
538,Millennium Hilton Bangkok,13.728442000000001,100.50951020000001,"[100.5095102, 13.728442]",4182.9
539,Miloft Sathorn Hotel,13.712648800000002,100.5154276,"[100.5154276, 13.7126488]",2152.875
540,Miracle Grand Convention Hotel,13.876548000000001,100.575781,"[100.575781, 13.876548]",1998.7241379310344
541,Miracle Transit Hotel,13.694075699999999,100.7474181,"[100.7474181, 13.6940757]",3415.5
543,Modena by Fraser Bangkok,13.720975400000002,100.55957459999999,"[100.5595746, 13.7209754]",3093.75
547,Montien Hotel Bangkok,13.730542000000002,100.5310982,"[100.5310982, 13.730542]",4635.9
548,Montien Riverside Hotel,13.688374900000001,100.5077311,"[100.5077311, 13.6883749]",5467.291666666667
552,Muangphol Mansion,13.746835999999998,100.529376,"[100.529376, 13.746836]",1096.3333333333333
554,Murraya Residence,13.811233999999999,100.60363290000001,"[100.6036329, 13.811234]",835.6428571428571
560,My View Apartment,13.7341741,100.55434770000001,"[100.5543477, 13.7341741]",1225.6
565,Na Banglampoo Hotel,13.762513,100.497867,"[100.497867, 13.762513]",717.952380952381
568,Naga Residence,13.717923999999998,100.508676,"[100.508676, 13.717924]",1209.4444444444443
569,Naifun BB House,13.6580911,100.6180876,"[100.6180876, 13.6580911]",1117.2142857142858
570,Nana City Hotel,13.7396744,100.55315290000001,"[100.5531529, 13.7396744]",1104.75
576,Nara Suite Residence Bangkok,13.699914000000001,100.53412800000001,"[100.534128, 13.699914]",1699.3333333333333
577,Naratel Hostel Bangkok,13.7276033,100.52674470000001,"[100.5267447, 13.7276033]",486.94805194805195
578,Nasa Vegas Hotel,13.7429038,100.6018328,"[100.6018328, 13.7429038]",1108.6190476190477
579,Natee Hostel,13.7533859,100.53716159999999,"[100.5371616, 13.7533859]",786.4052863436124
580,Naturbliss Boutique Residence,13.844144,100.65260699999999,"[100.652607, 13.844144]",1408.6896551724137
581,Nature Boutique Hotel,13.8321948,100.5594219,"[100.5594219, 13.8321948]",942.5
582,Navalai River Resort,13.763211800000002,100.4943154,"[100.4943154, 13.7632118]",3162.6111111111113
583,Neighbor Phuthon,13.751713500000001,100.4976377,"[100.4976377, 13.7517135]",2286.2
584,Nest Boutique Resort,13.727445600000001,100.735609,"[100.735609, 13.7274456]",564.6666666666666
585,New C.H. Guest House,13.7578014,100.499998,"[100.499998, 13.7578014]",772.2727272727273
589,New Siam III Guest House,13.7622212,100.4954785,"[100.4954785, 13.7622212]",730.625
590,New Siam Palace Ville,13.759948000000001,100.493113,"[100.493113, 13.759948]",1506.611111111111
591,New Siam Riverside,13.7617858,100.4931071,"[100.4931071, 13.7617858]",1704.1147540983607
594,Nine Design Place,13.74826,100.52722299999999,"[100.527223, 13.74826]",1751.0727272727272
596,Nine Place 81,13.7058615,100.60605890000001,"[100.6060589, 13.7058615]",467.0
597,Nivas Siam Hostel,13.7275983,100.4899753,"[100.4899753, 13.7275983]",185.375
599,Northgate Ratchayothin,13.829626999999999,100.563298,"[100.563298, 13.829627]",3721.608695652174
604,Novotel Bangkok Sukhumvit 20,13.731575099999999,100.5643932,"[100.5643932, 13.7315751]",4186.055555555556
605,Novotel Bangkok Sukhumvit 4,13.7392218,100.55325400000001,"[100.553254, 13.7392218]",2871.285714285714
606,Novotel Bangkok Suvarnabhumi Airport,13.6961898,100.751689,"[100.751689, 13.6961898]",7518.481012658228
610,Oakwood Residence Sukhumvit Thonglor Bangkok,13.734704999999998,100.58076700000001,"[100.580767, 13.734705]",4103.444444444444
615,Old Capital Bike Inn,13.7569967,100.5046882,"[100.5046882, 13.7569967]",4352.666666666667
616,Olive Bangkok Hotel,13.687492,100.60717199999999,"[100.607172, 13.687492]",2175.5172413793102
617,Omni Tower Sukhumvit Nana by Compass Hospitality,13.73754,100.553205,"[100.553205, 13.73754]",2503.5
618,Omni Tower Syncate Suites,13.7375247,100.5532094,"[100.5532094, 13.7375247]",1890.7702702702702
619,One One Bangkok Hotel,13.733819,100.582438,"[100.582438, 13.733819]",2385.0
622,Oriental Residence Bangkok,13.738277599999998,100.5462783,"[100.5462783, 13.7382776]",5794.327014218009
624,P Park Residence Suvarnabhumi,13.7369578,100.6429127,"[100.6429127, 13.7369578]",837.0
628,PAMAhouse Boutique Hostel,13.710496599999999,100.4981339,"[100.4981339, 13.7104966]",1324.642857142857
